Kanji,Hiragana,Romaji,English,Level,PronunciationURL,Topic,Part_of_Speech
絶望,ぜつぼう,zetsubou,"despair, hopelessness",N1,,General,General
是非とも,ぜひとも,zehitomo,by all means (with sense of not taking no for an answer),N1,,General,General
膳,ぜん,zen,"(small) table, tray, meal",N1,,General,General
禅,ぜん,zen,Zen (Buddhism),N1,,General,General
全快,ぜんかい,zenkai,complete recovery of health,N1,,General,General
全盛,ぜんせい,zensei,height of prosperity,N1,,General,General
前提,ぜんてい,zentei,"preamble, premise, reason, prerequisite",N1,,General,General
前途,ぜんと,zento,"future prospects, outlook, the journey ahead",N1,,General,General
全滅,ぜんめつ,zenmetsu,annihilation,N1,,General,General
善良,ぜんりょう,zenryou,"goodness, excellence, virtue",N1,,General,General
前例,ぜんれい,zenrei,precedent,N1,,General,General
僧,そう,sou,"monk, priest",N1,,General,General
沿う,そう,sou,"to run along, to follow",N1,,General,General
添う,そう,sou,"to accompany, to become married, to comply with",N1,,General,General
総,そう,sou,"whole, all, general, gross",N1,,General,General
相応,そうおう,souou,"suitability, fitness",N1,,General,General
総会,そうかい,soukai,general meeting,N1,,General,General
創刊,そうかん,soukan,"launching (e.g. newspaper), first issue",N1,,General,General
送金,そうきん,soukin,"remittance, sending money",N1,,General,General
走行,そうこう,soukou,"running a wheeled vehicle (e.g. car), traveling",N1,,General,General
総合,そうごう,sougou,"synthesis, coordination, putting together, integration, composite",N1,,General,General
捜査,そうさ,sousa,"search (esp. in criminal investigations), investigation",N1,,General,General
捜索,そうさく,sousaku,"search (esp. for someone or something missing), investigation",N1,,General,General
然うして,そうして,soushite,"and, like that",N1,,General,General
装飾,そうしょく,soushoku,ornament,N1,,General,General
操縦,そうじゅう,soujuu,"management, handling, control, manipulation",N1,,General,General
創造,そうぞう,souzou,creation,N1,,General,General
壮大,そうだい,soudai,"magnificent, grand, majestic, splendid",N1,,General,General
騒動,そうどう,soudou,"strife, riot, rebellion",N1,,General,General
遭難,そうなん,sounan,"disaster, shipwreck, accident",N1,,General,General
相場,そうば,souba,"market price, speculation, estimation",N1,,General,General
装備,そうび,soubi,equipment,N1,,General,General
創立,そうりつ,souritsu,"establishment, founding, organization",N1,,General,General
添える,そえる,soeru,"to add to, to attach, to append, to accompany, to garnish, to imitate, to annex",N1,,General,General
即座に,そくざに,sokuzani,"immediately, right away",N1,,General,General
促進,そくしん,sokushin,"promotion, acceleration, encouragement, facilitation, spurring on",N1,,General,General
即する,そくする,sokusuru,"to conform to, to agree with, to be adapted to, to be based on",N1,,General,General
束縛,そくばく,sokubaku,"restraint, shackles, restriction, confinement, binding",N1,,General,General
側面,そくめん,sokumen,"side, flank, sidelight, lateral",N1,,General,General
其処,そこ,soko,"that place, there",N1,,General,General
其処で,そこで,sokode,"so (conj), accordingly, now, then, thereupon",N1,,General,General
損なう,そこなう,sokonau,"to harm, to hurt, to injure, to damage, to fail in doing",N1,,General,General
其処ら,そこら,sokora,"everywhere, somewhere, approximately, that area, around there",N1,,General,General
素材,そざい,sozai,"raw materials, subject matter",N1,,General,General
阻止,そし,soshi,"obstruction, check, hindrance, prevention, interdiction",N1,,General,General
然して,そして,soshite,and,N1,,General,General
訴訟,そしょう,soshou,"litigation, lawsuit",N1,,General,General
育ち,そだち,sodachi,"breeding, growth",N1,,General,General
措置,そち,sochi,"measure, step",N1,,General,General
其方,そちら,sochira,"over there, the other",N1,,General,General
素っ気ない,そっけない,sokkenai,"cold, short, curt, blunt",N1,,General,General
率直,そっちょく,socchoku,"frankness, candour, openheartedness",N1,,General,General
外方,そっぽ,soppo,look (or turn) the other way,N1,,General,General
備え付ける,そなえつける,sonaetsukeru,"to provide, to furnish, to equip, to install",N1,,General,General
備わる,そなわる,sonawaru,"to be furnished with, to be endowed with, to possess, to be among, to be one of, to be possessed of",N1,,General,General
園,その,sono,"garden, park, plantation",N1,,General,General
その上,そのうえ,sonoue,"in addition, furthermore",N1,,General,General
その内,そのうち,sonouchi,"eventually, sooner or later, of the previously mentioned",N1,,General,General
その為,そのため,sonotame,"hence, for that reason",N1,,General,General
その外,そのほか,sonohoka,"besides, in addition, the rest",N1,,General,General
其の儘,そのまま,sonomama,"without change, as it is (i.e. now)",N1,,General,General
聳える,そびえる,sobieru,"to rise, to tower, to soar",N1,,General,General
素朴,そぼく,soboku,"simplicity, artlessness, naivete",N1,,General,General
染まる,そまる,somaru,to dye,N1,,General,General
背く,そむく,somuku,"to run counter to, to go against, to disobey, to infringe",N1,,General,General
染める,そめる,someru,"to dye, to colour",N1,,General,General
逸らす,そらす,sorasu,"to turn away, to avert",N1,,General,General
反り,そり,sori,"warp, curvature, curve, arch",N1,,General,General
其れ,それ,sore,"it, that",N1,,General,General
其れから,それから,sorekara,"and then, after that",N1,,General,General
各々,それぞれ,sorezore,"each, every, either, respectively, severally",N1,,General,General
其れで,それで,sorede,"and (conj), thereupon, because of that",N1,,General,General
其れでは,それでは,soredeha,"in that situation, well then ...",N1,,General,General
其れでも,それでも,soredemo,"but (still), and yet, nevertheless, even so, notwithstanding",N1,,General,General
其れ共,それとも,soretomo,"or, or else",N1,,General,General
其れに,それに,soreni,"besides, moreover",N1,,General,General
其れ程,それほど,sorehodo,"to that degree, extent",N1,,General,General
其れ故,それゆえ,soreyue,"therefore, for that reason, so",N1,,General,General
揃い,そろい,soroi,"set, suit, uniform",N1,,General,General
徐々,そろそろ,sorosoro,"gradually, steadily, quietly, slowly, soon",N1,,General,General
損失,そんしつ,sonshitsu,loss,N1,,General,General
存続,そんぞく,sonzoku,"duration, continuance",N1,,General,General
沿い,ぞい,zoi,along,N1,,General,General
像,ぞう,zou,"statue, image, figure, picture, portrait",N1,,General,General
増強,ぞうきょう,zoukyou,"augment, reinforce, increase",N1,,General,General
蔵相,ぞうしょう,zoushou,Minister of Finance,N1,,General,General
増進,ぞうしん,zoushin,"promoting, increase, advance",N1,,General,General
,ぞんざい,zonzai,"rude, careless, slovenly",N1,,General,General
他意,たい,tai,"ill will, malice, another intention, secret purpose, ulterior motive, fickleness, double-mindedness",N1,,General,General
対応,たいおう,taiou,"interaction, correspondence, coping with, dealing with",N1,,General,General
退化,たいか,taika,"degeneration, retrogression",N1,,General,General
体格,たいかく,taikaku,"physique, constitution",N1,,General,General
大概,たいがい,taigai,"in general, mainly",N1,,General,General
退学,たいがく,taigaku,dropping out of school,N1,,General,General
大金,たいきん,taikin,great cost,N1,,General,General
待遇,たいぐう,taiguu,"treatment, reception",N1,,General,General
対決,たいけつ,taiketsu,"confrontation, showdown",N1,,General,General
体験,たいけん,taiken,personal experience,N1,,General,General
対抗,たいこう,taikou,"opposition, antagonism",N1,,General,General
対して,たいして,taishite,"for, in regard to, per",N1,,General,General
大衆,たいしゅう,taishuu,general public,N1,,General,General
対処,たいしょ,taisho,"deal with, cope",N1,,General,General
退職,たいしょく,taishoku,retirement (from office),N1,,General,General
退治,たいじ,taiji,extermination,N1,,General,General
態勢,たいせい,taisei,"attitude, conditions, preparations",N1,,General,General
対談,たいだん,taidan,"talk, dialogue, conversation",N1,,General,General
対等,たいとう,taitou,equivalent,N1,,General,General
滞納,たいのう,tainou,"non-payment, default",N1,,General,General
対比,たいひ,taihi,"contrast, comparison",N1,,General,General
大部,たいぶ,taibu,"most (e.g. most part), greater, fairly, a good deal, much",N1,,General,General
対辺,たいへん,taihen,(geometrical) opposite side,N1,,General,General
待望,たいぼう,taibou,expectant waiting,N1,,General,General
怠慢,たいまん,taiman,"negligence, procrastination, carelessness",N1,,General,General
対面,たいめん,taimen,"interview, meeting",N1,,General,General
対立,たいりつ,tairitsu,"confrontation, opposition, antagonism",N1,,General,General
体力,たいりょく,tairyoku,physical strength,N1,,General,General
対話,たいわ,taiwa,"interactive, interaction, conversation, dialogue",N1,,General,General
耐える,たえる,taeru,"to bear, to endure",N1,,General,General
絶える,たえる,taeru,"to die out, to peter out, to become extinct",N1,,General,General
堪える,たえる,taeru,"to bear, to stand, to endure, to put up with, to support, to withstand, to resist, to brave, to be fit for, t",N1,,General,General
高,たか,taka,"quantity, amount, volume, number, amount of money",N1,,General,General
高まる,たかまる,takamaru,"to rise, to swell, to be promoted",N1,,General,General
焚火,たきび,takibi,(open) fire,N1,,General,General
沢山,たくさん,takusan,"many, a lot, much",N1,,General,General
逞しい,たくましい,takumashii,"burly, strong, sturdy",N1,,General,General
巧み,たくみ,takumi,"skill, cleverness",N1,,General,General
類,たぐい,tagui,a kind,N1,,General,General
丈,たけ,take,"height, stature, length, measure, all (one has)",N1,,General,General
足し算,たしざん,tashizan,addition,N1,,General,General
多数決,たすうけつ,tasuuketsu,majority rule,N1,,General,General
助け,たすけ,tasuke,assistance,N1,,General,General
携わる,たずさわる,tazusawaru,"to participate, to take part",N1,,General,General
漂う,ただよう,tadayou,"to drift about, to float, to hang in air",N1,,General,General
館,たち,tachi,"1. mansion, small castle",N1,,General,General
立方,たちかた,tachikata,dancing (geisha),N1,,General,General
忽ち,たちまち,tachimachi,"at once, in a moment, suddenly, all at once",N1,,General,General
立ち寄る,たちよる,tachiyoru,"to stop by, to drop in for a short visit",N1,,General,General
達者,たっしゃ,tassha,"skillful, in good health",N1,,General,General
達成,たっせい,tassei,achievement,N1,,General,General
,たった,tatta,"only, merely, but, no more than",N1,,General,General
尊い,たっとい,tattoi,"precious, valuable, priceless, noble, exalted, sacred",N1,,General,General
貴い,たっとい,tattoi,"precious, valuable, priceless, noble, exalted, sacred",N1,,General,General
尊ぶ,たっとぶ,tattobu,"to value, to prize, to esteem",N1,,General,General
絶つ,たつ,tatsu,"to sever, to cut off, to suppress, to abstain (from)",N1,,General,General
盾,たて,tate,"shield, buckler, escutcheon, pretext",N1,,General,General
建前,たてまえ,tatemae,"face, official stance, public position or attitude (as opposed to private thoughts)",N1,,General,General
奉る,たてまつる,tatematsuru,"to offer, to present, to revere, to do respectfully",N1,,General,General
例え,たとえ,tatoe,"example, even if, if, though, although",N1,,General,General
仮令,たとえ,tatoe,"example, even if, if, though, although",N1,,General,General
他動詞,たどうし,tadoushi,transitive verb (direct obj),N1,,General,General
辿り着く,たどりつく,tadoritsuku,"to grope along to, to struggle on to, to arrive somewhere after a struggle",N1,,General,General
辿る,たどる,tadoru,"to follow (road), to pursue (course), to follow up",N1,,General,General
掌,たなごころ,tanagokoro,the palm,N1,,General,General
楽しむ,たのしむ,tanoshimu,to enjoy oneself,N1,,General,General
頼み,たのみ,tanomi,"request, favor, reliance, dependence",N1,,General,General
煙草,たばこ,tabako,"(pt:) (n) (uk) tobacco (pt: tabaco), cigarettes",N1,,General,General
度々,たびたび,tabitabi,"often, repeatedly, frequently",N1,,General,General
他方,たほう,tahou,"another side, different direction, (on) the other hand",N1,,General,General
多忙,たぼう,tabou,"busy, pressure of work",N1,,General,General
給う,たまう,tamau,"to receive, to grant",N1,,General,General
偶に,たまに,tamani,"occasionally, once in a while",N1,,General,General
堪らない,たまらない,tamaranai,"intolerable, unbearable, unendurable",N1,,General,General
溜まり,たまり,tamari,"collected things, gathering place, arrears",N1,,General,General
賜る,たまわる,tamawaru,"to grant, to bestow",N1,,General,General
例,ためし,tameshi,"instance, example, case, precedent, experience, custom, usage, parallel, illustration",N1,,General,General
躊躇う,ためらう,tamerau,to hesitate,N1,,General,General
保つ,たもつ,tamotsu,"to keep, to preserve, to hold, to retain, to maintain, to support, to sustain, to last, to endure, to keep we",N1,,General,General
容易い,たやすい,tayasui,"easy, simple, light",N1,,General,General
多様,たよう,tayou,"diversity, variety",N1,,General,General
弛み,たるみ,tarumi,"slack, slackening, dullness, letdown",N1,,General,General
弛む,たるむ,tarumu,"to slacken, to loosen, to relax",N1,,General,General
誰,たれ,tare,adjectival suffix for a person,N1,,General,General
垂れる,たれる,tareru,"to hang, to droop, to drop, to lower, to pull down, to dangle, to sag, to drip, to ooze, to trickle, to leave",N1,,General,General
歎,たん,tan,"grief, sigh, lamentation",N1,,General,General
反,たん,tan,"roll of cloth (c. 10 yds.), .245 acres, 300 tsubo",N1,,General,General
単一,たんいつ,tanitsu,"single, simple, sole, individual, unitory",N1,,General,General
短歌,たんか,tanka,"tanka, 31-syllable Japanese poem",N1,,General,General
担架,たんか,tanka,"stretcher, litter",N1,,General,General
短気,たんき,tanki,quick temper,N1,,General,General
探検,たんけん,tanken,"exploration, expedition",N1,,General,General
短縮,たんしゅく,tanshuku,"shortening, abbreviation, reduction",N1,,General,General
箪笥,たんす,tansu,chest of drawers,N1,,General,General
炭素,たんそ,tanso,carbon (C),N1,,General,General
短大,たんだい,tandai,junior college,N1,,General,General
単調,たんちょう,tanchou,"monotony, monotone, dullness",N1,,General,General
単独,たんどく,tandoku,"sole, independence, single, solo (flight)",N1,,General,General
短波,たんぱ,tanpa,short wave,N1,,General,General
蛋白質,たんぱくしつ,tanpakushitsu,protein,N1,,General,General
第,だい,dai,ordinal,N1,,General,General
第一,だいいち,daiichi,"first, foremost, # 1",N1,,General,General
大胆,だいたん,daitan,"bold, daring, audacious",N1,,General,General
台無し,だいなし,dainashi,"mess, spoiled, (come to) nothing",N1,,General,General
大便,だいべん,daiben,"feces, excrement, shit",N1,,General,General
代弁,だいべん,daiben,"pay by proxy, act for another, speak for another",N1,,General,General
台本,だいほん,daihon,"libretto, scenario",N1,,General,General
代用,だいよう,daiyou,substitution,N1,,General,General
打開,だかい,dakai,break in the deadlock,N1,,General,General
妥協,だきょう,dakyou,"compromise, giving in",N1,,General,General
丈,だけ,dake,"only, just, as",N1,,General,General
妥結,だけつ,daketsu,agreement,N1,,General,General
打撃,だげき,dageki,"1. blow, shock, strike, damage, 2. batting (baseball)",N1,,General,General
駄作,ださく,dasaku,"poor work, rubbish",N1,,General,General
脱出,だっしゅつ,dasshutsu,escape,N1,,General,General
脱する,だっする,dassuru,"to escape from, to get out",N1,,General,General
脱退,だったい,dattai,secession,N1,,General,General
,だぶだぶ,dabudabu,"loose, baggy",N1,,General,General
騙す,だます,damasu,"to trick, to cheat, to deceive",N1,,General,General
,だらけ,darake,implying (negatively) that something is full of e.g. mistakes,N1,,General,General
怠い,だるい,darui,"sluggish, feel heavy, languid, dull",N1,,General,General
壇,だん,dan,"1. platform, podium, rostrum, 2. (arch) mandala",N1,,General,General
団結,だんけつ,danketsu,"unity, union, combination",N1,,General,General
断言,だんげん,dangen,"declaration, affirmation",N1,,General,General
断然,だんぜん,danzen,"firmly, absolutely, definitely",N1,,General,General
段々,だんだん,dandan,"gradually, by degrees",N1,,General,General
旦那,だんな,danna,"master (of house), husband (informal)",N1,,General,General
断面,だんめん,danmen,cross section,N1,,General,General
弾力,だんりょく,danryoku,"elasticity, flexibility",N1,,General,General
治安,ちあん,chian,public order,N1,,General,General
近付く,ちかづく,chikazuku,"to approach, to get near, to get acquainted with, to get closer",N1,,General,General
違える,ちがえる,chigaeru,to change,N1,,General,General
契る,ちぎる,chigiru,"to pledge, to promise, to swear",N1,,General,General
畜産,ちくさん,chikusan,animal husbandry,N1,,General,General
畜生,ちくしょう,chikushou,"beast, brute, damn",N1,,General,General
蓄積,ちくせき,chikuseki,"accumulation, accumulate, store",N1,,General,General
知性,ちせい,chisei,intelligence,N1,,General,General
乳,ちち,chichi,"milk, breast, loop",N1,,General,General
父母,ちちはは,chichihaha,"father and mother, parents",N1,,General,General
縮まる,ちぢまる,chijimaru,"to be shortened, to be contracted, to shrink",N1,,General,General
窒息,ちっそく,chissoku,suffocation,N1,,General,General
些とも,ちっとも,chittomo,not at all (neg. verb),N1,,General,General
秩序,ちつじょ,chitsujo,"order, regularity, system, method",N1,,General,General
知的,ちてき,chiteki,intellectual,N1,,General,General
著,ちゃく,chaku,"counter for suits of clothing, arriving at ..",N1,,General,General
着,ちゃく,chaku,"counter for suits of clothing, arriving at ..",N1,,General,General
着手,ちゃくしゅ,chakushu,"embarkation, launch",N1,,General,General
着色,ちゃくしょく,chakushoku,"colouring, coloring",N1,,General,General
着席,ちゃくせき,chakuseki,"sit down, seat",N1,,General,General
着目,ちゃくもく,chakumoku,attention,N1,,General,General
着陸,ちゃくりく,chakuriku,"landing, alighting, touch down",N1,,General,General
着工,ちゃっこう,chakkou,start of (construction) work,N1,,General,General
茶の間,ちゃのま,chanoma,living room (Japanese style),N1,,General,General
茶の湯,ちゃのゆ,chanoyu,tea ceremony,N1,,General,General
,ちやほや,chiyahoya,"pamper, make a fuss of, spoil",N1,,General,General
昼間,ちゅうかん,chuukan,"daytime, during the day",N1,,General,General
宙返り,ちゅうがえり,chuugaeri,"somersault, looping-the-loop",N1,,General,General
中継,ちゅうけい,chuukei,"relay, hook-up",N1,,General,General
忠告,ちゅうこく,chuukoku,"advice, warning",N1,,General,General
中指,ちゅうし,chuushi,middle finger,N1,,General,General
中傷,ちゅうしょう,chuushou,"slander, libel, defamation",N1,,General,General
忠実,ちゅうじつ,chuujitsu,"fidelity, faithfulness",N1,,General,General
中枢,ちゅうすう,chuusuu,"centre, pivot, mainstay, nucleus, backbone, central figure, pillar, key man",N1,,General,General
抽選,ちゅうせん,chuusen,"lottery, raffle, drawing (of lots)",N1,,General,General
中断,ちゅうだん,chuudan,"interruption, suspension, break",N1,,General,General
中腹,ちゅうっぱら,chuuppara,"irritated, offended",N1,,General,General
中毒,ちゅうどく,chuudoku,poisoning,N1,,General,General
仲人,ちゅうにん,chuunin,"go-between, matchmaker",N1,,General,General
昼飯,ちゅうはん,chuuhan,"lunch, midday meal",N1,,General,General
中立,ちゅうりつ,chuuritsu,neutrality,N1,,General,General
中和,ちゅうわ,chuuwa,"neutralize, counteract",N1,,General,General
腸,ちょう,chou,"guts, bowels, intestines",N1,,General,General
蝶,ちょう,chou,butterfly,N1,,General,General
超,ちょう,chou,"super-, ultra-, hyper-",N1,,General,General
庁,ちょう,chou,government office,N1,,General,General
調印,ちょういん,chouin,"signature, sign, sealing",N1,,General,General
聴覚,ちょうかく,choukaku,the sense of hearing,N1,,General,General
長官,ちょうかん,choukan,"chief, (government) secretary",N1,,General,General
聴講,ちょうこう,choukou,"lecture attendance, auditing",N1,,General,General
徴収,ちょうしゅう,choushuu,"collection, levy",N1,,General,General
聴診器,ちょうしんき,choushinki,stethoscope,N1,,General,General
挑戦,ちょうせん,chousen,"challenge, defiance",N1,,General,General
長大,ちょうだい,choudai,"very long, great length",N1,,General,General
調停,ちょうてい,choutei,"arbitration, conciliation, mediation",N1,,General,General
恰度,ちょうど,choudo,"just, right, exactly",N1,,General,General
長編,ちょうへん,chouhen,long (e.g. novel film),N1,,General,General
丁目,ちょうめ,choume,"district of a town, city block (of irregular size)",N1,,General,General
調理,ちょうり,chouri,cooking,N1,,General,General
調和,ちょうわ,chouwa,harmony,N1,,General,General
,ちょくちょく,chokuchoku,"often, frequently, now and then, occasionally",N1,,General,General
直面,ちょくめん,chokumen,confrontation,N1,,General,General
著書,ちょしょ,chosho,"literary work, book",N1,,General,General
貯蓄,ちょちく,chochiku,savings,N1,,General,General
直感,ちょっかん,chokkan,intuition,N1,,General,General
一寸,ちょっと,chotto,"(ateji) (adv int) (uk) just a minute, a short time, a while, just a little, somewhat, easily, readily, rath",N1,,General,General
著名,ちょめい,chomei,"well-known, noted, celebrated",N1,,General,General
,ちらっと,chiratto,"at a glance, by accident",N1,,General,General
塵取り,ちりとり,chiritori,dustpan,N1,,General,General
治療,ちりょう,chiryou,medical treatment,N1,,General,General
賃金,ちんぎん,chingin,wages,N1,,General,General
沈殿,ちんでん,chinden,"precipitation, settlement",N1,,General,General
沈没,ちんぼつ,chinbotsu,"sinking, foundering",N1,,General,General
沈黙,ちんもく,chinmoku,"silence, reticence",N1,,General,General
陳列,ちんれつ,chinretsu,"exhibition, display, show",N1,,General,General
追及,ついきゅう,tsuikyuu,"gaining on, carrying out, solving (crime)",N1,,General,General
追跡,ついせき,tsuiseki,pursuit,N1,,General,General
次いで,ついで,tsuide,"next, secondly, subsequently",N1,,General,General
追放,ついほう,tsuihou,"exile, banishment",N1,,General,General
費やす,ついやす,tsuiyasu,"to spend, to devote, to waste",N1,,General,General
墜落,ついらく,tsuiraku,"falling, crashing",N1,,General,General
通,つう,tsuu,"connoisseur, counter for letters",N1,,General,General
痛感,つうかん,tsuukan,"feeling keenly, fully realizing",N1,,General,General
通常,つうじょう,tsuujou,"common, general, usually",N1,,General,General
痛切,つうせつ,tsuusetsu,"keen, acute",N1,,General,General
杖,つえ,tsue,cane,N1,,General,General
遣い,つかい,tsukai,"mission, simple task, doing",N1,,General,General
使い道,つかいみち,tsukaimichi,use,N1,,General,General
仕える,つかえる,tsukaeru,"to serve, to work for",N1,,General,General
司る,つかさどる,tsukasadoru,"to rule, to govern, to administer",N1,,General,General
束の間,つかのま,tsukanoma,"moment, brief time, brief, transient",N1,,General,General
付き,つき,tsuki,"attached to, impression, sociality, appearance, furnished with, under, to",N1,,General,General
付き合う,つきあう,tsukiau,"to associate with, to keep company with, to get on with",N1,,General,General
月並み,つきなみ,tsukinami,"every month, common",N1,,General,General
尽きる,つきる,tsukiru,"to be used up, to be run out, to be exhausted, to be consumed, to come to an end",N1,,General,General
継ぎ目,つぎめ,tsugime,"a joint, joining point",N1,,General,General
吐く,つく,tsuku,"1. to breathe, 2. to tell (lies), 3. to vomit, to disgorge",N1,,General,General
尽くす,つくす,tsukusu,"to exhaust, to run out, to serve (a person), to befriend",N1,,General,General
作り,つくり,tsukuri,"make-up, sliced raw fish",N1,,General,General
造り,つくり,tsukuri,"make up, structure, physique",N1,,General,General
造る,つくる,tsukuru,"to make, to create, to manufacture, to draw up, to write, to compose, to build, to coin, to cultivate, to org",N1,,General,General
繕う,つくろう,tsukurou,"to mend, to repair, to fix, to patch up, to darn, to tidy up, to adjust, to trim",N1,,General,General
接ぐ,つぐ,tsugu,"to join, to piece together, to set (bones), to graft (trees)",N1,,General,General
継ぐ,つぐ,tsugu,to succeed,N1,,General,General
付け加える,つけくわえる,tsukekuwaeru,to add one thing to another,N1,,General,General
告げる,つげる,tsugeru,to inform,N1,,General,General
辻褄,つじつま,tsujitsuma,"coherence, consistency",N1,,General,General
途中,つちゅう,tsuchuu,"on the way, en route",N1,,General,General
突っ張る,つっぱる,tsupparu,"to support, to become stiff, to become taut, to thrust (ones opponent), to stick to (ones opinion), to in",N1,,General,General
筒,つつ,tsutsu,"pipe, tube",N1,,General,General
銃,つつ,tsutsu,gun,N1,,General,General
突く,つつく,tsutsuku,"1. to thrust, to strike, to attack, 2. to poke, to nudge, to pick at",N1,,General,General
慎む,つつしむ,tsutsushimu,"to be careful, to be chaste or discreet, to abstain or refrain",N1,,General,General
伝言,つてごと,tsutegoto,"verbal message, rumor, word",N1,,General,General
勤まる,つとまる,tsutomaru,"to be fit for, to be equal to, to function properly",N1,,General,General
勤め先,つとめさき,tsutomesaki,place of work,N1,,General,General
努めて,つとめて,tsutomete,"make an effort!, work hard!",N1,,General,General
津波,つなみ,tsunami,"tsunami, tidal wave",N1,,General,General
抓る,つねる,tsuneru,to pinch,N1,,General,General
募る,つのる,tsunoru,"to invite, to solicit help participation etc",N1,,General,General
唾,つば,tsuba,"saliva, sputum",N1,,General,General
呟く,つぶやく,tsubuyaku,"to mutter, to murmur",N1,,General,General
瞑る,つぶる,tsuburu,to close the eyes,N1,,General,General
壷,つぼ,tsubo,"tsubo jar, pot, vase",N1,,General,General
蕾,つぼみ,tsubomi,"bud, flower bud",N1,,General,General
躓く,つまずく,tsumazuku,"to stumble, to trip",N1,,General,General
摘む,つまむ,tsumamu,"to pinch, to hold, to pick up",N1,,General,General
詰らない,つまらない,tsumaranai,"insignificant, boring, trifling",N1,,General,General
詰まり,つまり,tsumari,"in short, in brief, in other words, that is to say, in the long run, after all, blockade, stuffing, ultimate",N1,,General,General
積もり,つもり,tsumori,"intention, plan",N1,,General,General
露,つゆ,tsuyu,dew,N1,,General,General
強まる,つよまる,tsuyomaru,"to get strong, to gain strength",N1,,General,General
強める,つよめる,tsuyomeru,"to strengthen, to emphasize",N1,,General,General
連なる,つらなる,tsuranaru,"to extend, to stretch out, to stand in a row",N1,,General,General
貫く,つらぬく,tsuranuku,to go through,N1,,General,General
連ねる,つらねる,tsuraneru,"to link, to join, to put together",N1,,General,General
釣り,つり,tsuri,"fishing, angling",N1,,General,General
吊り革,つりかわ,tsurikawa,strap,N1,,General,General
釣鐘,つりがね,tsurigane,hanging bell,N1,,General,General
吊るす,つるす,tsurusu,to hang,N1,,General,General
手当て,てあて,teate,"allowance, compensation, treatment, medical care",N1,,General,General
体,てい,tei,"appearance, air, condition, state, form",N1,,General,General
提供,ていきょう,teikyou,"offer, tender, program sponsoring, furnishing",N1,,General,General
定義,ていぎ,teigi,definition,N1,,General,General
提携,ていけい,teikei,"cooperation, tie-up, joint business, link-up",N1,,General,General
体裁,ていさい,teisai,"decency, style, form, appearance, show, get-up, format",N1,,General,General
梯子,ていし,teishi,"ladder, stairs",N1,,General,General
定食,ていしょく,teishoku,"set meal, special (of the day)",N1,,General,General
提示,ていじ,teiji,"presentation, exhibit, suggest, citation",N1,,General,General
訂正,ていせい,teisei,"correction, revision",N1,,General,General
停滞,ていたい,teitai,"stagnation, tie-up, congestion, retention, accumulation, falling into arrears",N1,,General,General
邸宅,ていたく,teitaku,"mansion, residence",N1,,General,General
定年,ていねん,teinen,retirement age,N1,,General,General
堤防,ていぼう,teibou,"bank, weir",N1,,General,General
手遅れ,ておくれ,teokure,"too late, belated treatment",N1,,General,General
手数,てかず,tekazu,"number of moves, trouble",N1,,General,General
手掛かり,てがかり,tegakari,"contact, trail, scent, on hand, hand hold, clue, key",N1,,General,General
手掛ける,てがける,tegakeru,"to handle, to manage, to work with, to rear, to look after, to have experience with",N1,,General,General
手軽,てがる,tegaru,"easy, simple, informal, offhand, cheap",N1,,General,General
的,てき,teki,"-like, typical",N1,,General,General
適応,てきおう,tekiou,"adaptation, accommodation, conformity",N1,,General,General
適宜,てきぎ,tekigi,suitability,N1,,General,General
適性,てきせい,tekisei,aptitude,N1,,General,General
手際,てぎわ,tegiwa,"performance, skill, tact",N1,,General,General
手順,てじゅん,tejun,"process, procedure, protocol",N1,,General,General
手錠,てじょう,tejou,"handcuffs, manacles",N1,,General,General
手近,てぢか,tejika,"near, handy, familiar",N1,,General,General
,てっきり,tekkiri,"surely, certainly, beyond doubt",N1,,General,General
鉄鋼,てっこう,tekkou,iron and steel,N1,,General,General
徹する,てっする,tessuru,"to sink in, to penetrate, to devote oneself, to believe in, to go through, to do intently and exclusively",N1,,General,General
鉄片,てっぺん,teppen,iron scraps,N1,,General,General
手配,てはい,tehai,"arrangement, search (by police)",N1,,General,General
手筈,てはず,tehazu,"arrangement, plan, programme",N1,,General,General
手引き,てびき,tebiki,"guidance, guide, introduction",N1,,General,General
手本,てほん,tehon,"model, pattern",N1,,General,General
手回し,てまわし,temawashi,"preparations, arrangements",N1,,General,General
手元,てもと,temoto,"on hand, at hand, at home",N1,,General,General
照り返す,てりかえす,terikaesu,"to reflect, to throw back light",N1,,General,General
手分け,てわけ,tewake,division of labour,N1,,General,General
店,てん,ten,"store, shop, establishment",N1,,General,General
点火,てんか,tenka,"ignition, lighting, set fire to",N1,,General,General
転回,てんかい,tenkai,"revolution, rotation",N1,,General,General
転換,てんかん,tenkan,"convert, divert",N1,,General,General
転居,てんきょ,tenkyo,"moving, changing residence",N1,,General,General
転勤,てんきん,tenkin,"transfer, transmission",N1,,General,General
点検,てんけん,tenken,"inspection, examination, checking",N1,,General,General
転校,てんこう,tenkou,change schools,N1,,General,General
天国,てんごく,tengoku,"paradise, heaven, Kingdom of Heaven",N1,,General,General
天才,てんさい,tensai,"genius, prodigy, natural gift",N1,,General,General
天災,てんさい,tensai,"natural calamity, disaster",N1,,General,General
展示,てんじ,tenji,"exhibition, display",N1,,General,General
天井,てんじょう,tenjou,"ceiling, ceiling price",N1,,General,General
